Age,Workclass,FinalWeight,Education,EducationNum,MaritalStatus,Occupation,Relationship,Race,Sex,Hours-Per-Week,Native Country,Income,age_hours_interaction
40, Private,207578, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,60, United-States, >50K,2400
45, Private,153141, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, ?, <=50K,1800
41, Private,112763, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States, >50K,1640
42, Private,390781, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, Black, Female,40, United-States, <=50K,1680
59, Local-gov,171328, 10th,6, Widowed, Other-service, Unmarried, Black, Female,30, United-States, <=50K,1770
19, Local-gov,27382, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,40, United-States, <=50K,760
58, Private,259014, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,20, United-States, <=50K,1160
42, Self-emp-not-inc,303044, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,40, Cambodia, >50K,1680
20, Private,117789, HS-grad,9, Never-married, Other-service, Own-child, White, Female,40, United-States, <=50K,800
32, Private,172579, HS-grad,9, Separated, Other-service, Not-in-family, White, Female,30, United-States, <=50K,960
45, Private,187666, Assoc-voc,11, Widowed, Exec-managerial, Not-in-family, White, Female,45, United-States, <=50K,2025
50, Private,204518, 7th-8th,4, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K,2000
36, Private,150042, Bachelors,13, Divorced, Prof-specialty, Own-child, White, Female,40, United-States, <=50K,1440
45, Private,98092, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,60, United-States, <=50K,2700
17, Private,245918, 11th,7, Never-married, Other-service, Own-child, White, Male,12, United-States, <=50K,204
59, Private,146013, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K,2360
26, Private,378322, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K,1040
37, Self-emp-inc,257295, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,75, Thailand, >50K,2775
19, ?,218956, Some-college,10, Never-married, ?, Own-child, White, Male,24, Canada, <=50K,456
64, Private,21174, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K,2560
33, Private,185480, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,45, United-States, <=50K,1485
33, Private,222205, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female,40, United-States, >50K,1320
61, Private,69867, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K,2440
17, Private,191260, 9th,5, Never-married, Other-service, Own-child, White, Male,24, United-States, <=50K,408
50, Self-emp-not-inc,30653, Masters,14, Married-civ-spouse, Farming-fishing, Husband, White, Male,98, United-States, <=50K,4900
27, Local-gov,209109, Masters,14, Never-married, Prof-specialty, Own-child, White, Male,35, United-States, <=50K,945
30, Private,70377, HS-grad,9, Divorced, Prof-specialty, Own-child, White, Female,40, United-States, <=50K,1200
43, Private,477983, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,40, United-States, <=50K,1720
44, Private,170924, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K,1760
35, Private,190174, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States, <=50K,1400
25, Private,193787, Some-college,10, Never-married, Tech-support, Own-child, White, Female,40, United-States, <=50K,1000
24, Private,279472, Some-college,10, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,48, United-States, >50K,1152
22, Private,34918, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,15, Germany, <=50K,330
42, Local-gov,97688, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K,1680
34, Private,175413, Assoc-acdm,12, Divorced, Sales, Unmarried, Black, Female,45, United-States, <=50K,1530
60, Private,173960, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,42, United-States, <=50K,2520
21, Private,205759, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K,840
57, Federal-gov,425161, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, >50K,2280
41, Private,220531, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States, >50K,2460
50, Private,176609, Some-college,10, Divorced, Other-service, Not-in-family, White, Male,45, United-States, <=50K,2250
25, Private,371987, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States, <=50K,1000
50, Private,193884, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,40, Ecuador, <=50K,2000
36, Private,200352, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States, <=50K,1620
31, Private,127595, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K,1240
29, Local-gov,220419, Bachelors,13, Never-married, Protective-serv, Not-in-family, White, Male,56, United-States, <=50K,1624
21, Private,231931, Some-college,10, Never-married, Sales, Own-child, White, Male,45, United-States, <=50K,945
27, Private,248402, Bachelors,13, Never-married, Tech-support, Unmarried, Black, Female,40, United-States, <=50K,1080
65, Private,111095, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,16, United-States, <=50K,1040
37, Self-emp-inc,57424, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,60, United-States, <=50K,2220
39, ?,157443, Masters,14, Married-civ-spouse, ?, Wife, Asian-Pac-Islander, Female,40, ?, <=50K,1560
24, Private,278130, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K,960
38, Private,169469, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,80, United-States, <=50K,3040
48, Private,146268, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, >50K,1920
21, Private,153718, Some-college,10, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,25, United-States, <=50K,525
31, Private,217460, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,45, United-States, >50K,1395
55, Private,238638, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, >50K,2200
24, Private,303296, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,40, Laos, <=50K,960
43, Private,173321, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K,1720
26, Private,193945, Assoc-acdm,12, Never-married, Tech-support, Not-in-family, White, Male,45, United-States, <=50K,1170
46, Private,83082, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female,33, United-States, <=50K,1518
35, Private,193815, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, >50K,1400
41, Self-emp-inc,34987, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,54, United-States, >50K,2214
26, Private,59306, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,40, United-States, <=50K,1040
34, Private,142897, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,35, Taiwan, >50K,1190
19, ?,860348, Some-college,10, Never-married, ?, Own-child, Black, Female,25, United-States, <=50K,475
36, Self-emp-not-inc,205607, Bachelors,13, Divorced, Prof-specialty, Not-in-family, Black, Female,40, United-States, >50K,1440
22, Private,199698, Some-college,10, Never-married, Sales, Own-child, White, Male,15, United-States, <=50K,330
24, Private,191954, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, United-States, <=50K,960
77, Self-emp-not-inc,138714, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K,3080
22, Private,399087, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female,40, Mexico, <=50K,880
29, Private,423158, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,40, United-States, <=50K,1160
62, Private,159841, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,24, United-States, <=50K,1488
39, Self-emp-not-inc,174308, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, <=50K,1560
43, Private,50356, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, <=50K,2150
35, Private,186110, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,45, United-States, <=50K,1575
29, Private,200381, 11th,7, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States, <=50K,1160
76, Self-emp-not-inc,174309, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,10, United-States, <=50K,760
63, Self-emp-not-inc,78383, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,45, United-States, <=50K,2835
23, ?,211601, Assoc-voc,11, Never-married, ?, Own-child, Black, Female,15, United-States, <=50K,345
43, Private,187728, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,50, United-States, >50K,2150
58, Self-emp-not-inc,321171, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K,2320
66, Private,127921, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,55, United-States, <=50K,3630
41, Private,206565, Some-college,10, Never-married, Craft-repair, Not-in-family, Black, Male,45, United-States, <=50K,1845
26, Private,224563, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States, <=50K,1040
47, Private,178686, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Male,40, United-States, <=50K,1880
55, Local-gov,98545, 10th,6, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, <=50K,2200
53, Private,242606, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K,2120
17, Private,270942, 5th-6th,3, Never-married, Other-service, Other-relative, White, Male,48, Mexico, <=50K,816
30, Private,94235, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,40, United-States, <=50K,1200
49, Private,71195, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,60, United-States, <=50K,2940
19, Private,104112, HS-grad,9, Never-married, Sales, Unmarried, Black, Male,30, Haiti, <=50K,570
45, Private,261192, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,40, United-States, <=50K,1800
26, Private,94936, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Male,40, United-States, <=50K,1040
38, Private,296478, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K,1520
36, State-gov,119272, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States, >50K,1440
33, Private,85043, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,20, United-States, <=50K,660
22, State-gov,293364, Some-college,10, Never-married, Protective-serv, Own-child, Black, Female,40, United-States, <=50K,880
43, Self-emp-not-inc,241895, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,42, United-States, <=50K,1806
67, ?,36135, 11th,7, Married-civ-spouse, ?, Husband, White, Male,8, United-States, <=50K,536
30, ?,151989, Assoc-voc,11, Divorced, ?, Unmarried, White, Female,40, United-States, <=50K,1200
56, Private,101128, Assoc-acdm,12, Married-spouse-absent, Other-service, Not-in-family, White, Male,25, Iran, <=50K,1400
31, Private,156464, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,25, United-States, <=50K,775
33, Private,117963, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K,1320
26, Private,192262, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States, <=50K,1040
33, Private,111363, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K,1320
46, Local-gov,329752, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,30, United-States, <=50K,1380
59, ?,372020, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,40, United-States, >50K,2360
38, Federal-gov,95432, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, >50K,1520
65, Private,161400, 11th,7, Widowed, Other-service, Unmarried, Other, Male,40, United-States, <=50K,2600
40, Private,96129, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, >50K,1600
42, Private,111949, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,35, United-States, <=50K,1470
26, Self-emp-not-inc,117125, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,40, Portugal, <=50K,1040
36, Private,348022, 10th,6, Married-civ-spouse, Other-service, Wife, White, Female,24, United-States, <=50K,864
62, Private,270092, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K,2480
43, Private,180609, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,45, United-States, <=50K,1935
43, Private,174575, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,45, United-States, >50K,1935
22, Private,410439, HS-grad,9, Married-spouse-absent, Sales, Not-in-family, White, Male,55, United-States, <=50K,1210
28, Private,92262, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K,1120
56, Self-emp-not-inc,183081, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,45, United-States, <=50K,2520
22, Private,362589, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Female,15, United-States, <=50K,330
57, Private,212448, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,45, United-States, >50K,2565
39, Private,481060, HS-grad,9, Divorced, Sales, Unmarried, White, Female,40, United-States, <=50K,1560
26, Federal-gov,185885, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,15, United-States, <=50K,390
17, Private,89821, 11th,7, Never-married, Other-service, Own-child, White, Male,10, United-States, <=50K,170
40, State-gov,184018, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,38, United-States, >50K,1520
45, Private,256649, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,40, United-States, <=50K,1800
44, Private,160323, HS-grad,9, Never-married, Craft-repair, Not-in-family, Black, Male,40, United-States, <=50K,1760
20, Local-gov,350845, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,10, United-States, <=50K,200
33, Private,267404, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female,40, United-States, <=50K,1320
23, Private,35633, Some-college,10, Never-married, Sales, Not-in-family, White, Male,40, United-States, <=50K,920
46, Self-emp-not-inc,80914, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Male,30, United-States, <=50K,1380
38, Private,172927, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, <=50K,1900
54, Private,174319, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,40, United-States, <=50K,2160
46, Private,214955, 5th-6th,3, Divorced, Craft-repair, Not-in-family, White, Female,45, United-States, <=50K,2070
25, Private,344991, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K,1000
